Question Number,Questions,A1,A2,A3,A4,Correct Answer
Q 533.,"What amount of interest in AED does a bank earn on a loan of AED 600,000 with a 5% interest rate after 3 months?","(a)  AED 7,500","(b)  AED 30,000","(c)  AED 607,500","(d)  AED 630,000",Answer: (a)
Q 534.,"Jasim wants to purchase a townhouse worth AED 4,500,000 with financing from a bank. The bank requires a 20% down payment to be paid on the value of the townhouse. What will be the amount financed by the bank in AED?","(a)  AED 3,600,000","(b)  AED 900,000","(c)  AED 4,500,000","(d)  AED 5,400,000",Answer: (a)
Q 535.,"Jasim wants to purchase a townhouse worth AED 4,500,000 with financing from a bank. The bank requires a 20% down payment to be paid on the value of the townhouse. What will be the amount of the down payment in AED?","(a)  AED 900,000","(b)  AED 3,600,000","(c)  AED 4,500,000","(d)  AED 5,400,000",Answer: (a)
Q 536.,"What is the total eligible area in sqft for paying a service charge for a balcony with dimensions 12' x 8', if the service charge rate for a balcony is AED 4 per sqft' (The balcony area subject to service charge is 25% of the total balcony area, 1 sqm = 10.76 sqft.)",(a)  24,(b)  96,(c)  6,(d)  384,Answer: (a)
Q 537.,"What is the total cost of the service charge in AED for a balcony with dimensions 12' x 8', if the service charge rate for a balcony is AED 4 per sqm' (The balcony area subject to service charge is 25% of the total balcony area, 1 sqm = 10.76 sqft.)",(a)  96,(b)  24,(c)  6,(d)  384,Answer: (a)
Q 538.,What is the total service charge cost in AED for a balcony with dimensions of 12' X 8' if the service charge rate for a balcony is AED 4 per sqm' The area subjected to the service charge is 25% of the total balcony area. (1 sqm=10.76 sqft),(a)  8.92,(b)  24,(c)  96,(d)  384,Answer: (a)
Q 539.,What is the total eligible area in sqm for paying a service charge for a balcony with dimensions of 12' X 8' if the service charge rate for a balcony is AED 4 per sqft' The area subjected to the service charge is 25% of the total balcony area. (1 sqm=10.76 sqft),(a)  2.23,(b)  96,(c)  6,(d)  384,Answer: (a)
Q 540.,"The net rent per square foot for your office building for the next three years is AED 61.5, AED 66, and AED 75. What is the average rent per square foot?",(a)  67.5,,,,Answer: (a)
Q 541.,"Which offer is better, leasing an office space of 150' x 200' for 3 years at a total cost of AED 80,000 or leasing it for 5 years at a total cost of AED 117,000, assuming the tenant will continue to occupy the same space?",(a)  5 years offer,(b)  3 years offer,(c)  3 years and able to extend 2 more years at the same rate.,(d)  Offer is same for 3 and 5 years.,Answer: (a)
Q 542.,"Jasim took out a mortgage to purchase a new house which required a down payment of AED 180,000. If he obtained an 80% loan-to-value mortgage, what was the purchase price of his house in AED?","(a)  AED 900,000","(b)  AED 360,000","(c)  AED 720,000","(d)  AED 1,800,000",Answer: (a)
Q 543.,"The garment store wants you to analyze its new lease with the shopping center where it rents its space. The lease includes a base rent of AED 70 per square foot for the 2,500-square-foot store, plus 1.5% of its annual sales. The store has an average annual sales of AED 8,000,000. How much rent can the store expect to pay in AED for the coming year based on the leasing requirement?","(a)  AED 295,000","(b)  AED 260,000","(c)  AED 255,000","(d)  AED 207,500",Answer: (a)
Q 544.,Jasim is paying his broker a commission of 5.5% to sell his apartment. How would you express Jasim's expected net amount after the commission is paid?,(a)  Sale price x (1-.055),(b)  Sale price x (1+0.055),(c)  Sale price / (1-0.055),(d)  Sale price/ (1 + 0.055),Answer: (a)
Q 545.,"Jasim listed his apartment for AED 1,700,000, and it sold for 95% of the list price. The net amount to the seller was AED 1,501,948 after paying the commission. What was the commission rate charged on the sale of the apartment?",(a)  0.05,(b)  0.06,(c)  0.07,(d)  0.08,Answer: (a)
Q 546.,"A townhouse was purchased for AED 980,000 five years ago, and houses in the market are appreciating at a rate of 4% per year. Using the compound rate of appreciation, what is the current value of the townhouse in AED?","(a)  AED 1,192,320","(b)  AED 1,019,200","(c)  AED 1,176,000","(d)  AED 1,176,320",Answer: (a)
Q 547.,"A house sold for AED 1,330,000. It had depreciated by 15% since it was originally purchased. What was the original price of the house in AED?","(a)  AED 1,564,700","(b)  AED 199,500","(c)  AED 1,529,500","(d)  AED 1,450,000",Answer: (a)
Q 548.,"A land was purchased 5 years ago for AED 1,000,000 and has appreciated by a total of 10% since its purchase. How much did the property appreciate per year in AED?","(a)  AED 20,000","(b)  AED 10,000","(c)  AED 50,000","(d)  AED 100,000",Answer: (a)
Q 549.,"Jasim agreed to list his property strictly to receive at least AED 1,000,000 after paying a 5% broker's commission and AED 12,000 in closing costs. What must be the sale price of the property in AED?","(a)  AED 1,065,263","(b)  AED 1,052,631","(c)  AED 1,040,631","(d)  AED 963,809",Answer: (a)
Q 550.,"A villa was sold for AED 5,000,000, and the broker received a commission of AED 275,000. What percentage of the sales price did the broker receive as commission?",(a)  0.055,(b)  0.06,(c)  0.085,(d)  0.05,Answer: (a)
Q 551.,What is the validity of valuation certificate issues by Dubai Land Department?,(a)  None of the answers are correct,(b)  One month,(c)  Three months,(d)  12 months,Answer: (a)
Q 552.,What are the factors that affect residential real state unit price in Dubai?,(a)  All answers are correct,(b)  Age of the building,(c)  Unit sight view,(d)  Unit usage,Answer: (a)
Q 553.,Which valuation method or appraisal approach involves comparing a property to other recently sold properties in the same area of similar size and condition?,(a)  Market data approach or sales comparison approach,(b)  Cost approach,(c)  Zoning approach,(d)  Income approach,Answer: (a)
Q 554.,Which valuation method or appraisal approach involves calculating the running and building cost of a property?,(a)  Cost approach,(b)  Market data approach or sales comparison approach,(c)  Zoning approach,(d)  Income approach,Answer: (a)
Q 555.,Which valuation method or appraisal approach involves calculating the income of a property?,(a)  Income approach,(b)  Market data approach or sales comparison approach,(c)  Zoning approach,(d)  Cost approach,Answer: (a)
Q 556.,How can the increase in property price be best described?,(a)  Property appreciation,(b)  Property depreciation,(c)  Property amortization,(d)  Property ongoing income,Answer: (a)
Q 557.,Which of the following is not applicable to the income valuation approach?,(a)  Property depreciation,(b)  Capitalization,(c)  Gross income,(d)  Gross rent income,Answer: (a)
Q 558.,What is market value?,(a)  The price of a property that a reasonable buyer would be willing to pay and a reasonable seller would be willing to accept.,(b)  The price of a property that a reasonable seller would be willing to pay and a reasonable buyer would be willing to accept.,(c)  The price of a property that a reasonable buyer would be willing to pay and a reasonable buyer would be willing to accept.,(d)  The price of a property that a reasonable buyer would be willing to pay and any seller would be willing to refuse.,Answer: (a)
Q 559.,What is the longest valid duration of a property valuation certificate being issued by the Dubai Land Department?,(a)  Six months,(b)  Three months,(c)  Twelve months,(d)  None of the above,Answer: (a)
Q 560.,What are the factors that control total property finance amount?,(a)  All answers are correct,(b)  Property value,(c)  Finance rate,(d)  Number of financing months,Answer: (a)
Q 561.,Who is the borrower in a mortgage transaction?,(a)  A borrower,(b)  A lender,(c)  A financial facility,(d)  A property owner,Answer: (a)
Q 562.,Who is the lender in a mortgage transaction?,(a)  A lender,(b)  A borrower,(c)  A financial facility,(d)  A property owner,Answer: (a)
Q 563.,"While preparing the property management budget for variable expenses, what should the property manager account for?",(a)  Cash reserve fund,(b)  Floating allocation fund,(c)  Asset interest account,(d)  Cash control account,Answer: (a)
Q 564.,Which type of leasing commonly uses a percentage method?,(a)  Shopping malls,(b)  Villas,(c)  Hospitals,(d)  Government buildings,Answer: (a)
Q 565.,"The owner of a condominium has the use of many facilities, including a pool. Under the typical condominium arrangement, who owns the facilities?",(a)  All the condominium owners in the form of percentage undivided interests.,(b)  Some of the condominium owners in the form of divided interests.,(c)  The owners' association of the condominium,(d)  The corporation in which each of the owners hold stock.,Answer: (a)
Q 566.,What is a joint venture in the context of real estate?,(a)  An agreement between two or more individuals or entities to engage in a single project.,(b)  Is the insurance of residential mortgage loans made by private lenders.,(c)  An organized association where individual investors pool their funds for the investment in real estate.,(d)  A private company that engages in secondary market activities.,Answer: (a)
